"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Fri Jan 24 20:24:08 GMT 2025","Fri Jan 24 20:24:09 GMT 2025","743","tests","test_user","TestUser","","","test_is_user_not_authed[no cookie]","User can not be authorized w/o sending auth cookie or token"
"passed","Fri Jan 24 20:23:51 GMT 2025","Fri Jan 24 20:23:52 GMT 2025","1235","tests","test_user","TestUser","","","test_get_user_as_not_authed","Unauthorized user can not get a user info by ID except for the user name"
"passed","Fri Jan 24 20:22:54 GMT 2025","Fri Jan 24 20:22:56 GMT 2025","1493","tests","test_user","TestUser","","","test_create_user_with_incorrect_email_format[testmail.com]","Unable to create user with incorrect email format"
"passed","Fri Jan 24 20:23:37 GMT 2025","Fri Jan 24 20:23:38 GMT 2025","1264","tests","test_user","TestUser","","","test_edit_user_with_too_short_name[firstName]","Field values cannot be changed to value that is one symbol long"
"passed","Fri Jan 24 20:24:11 GMT 2025","Fri Jan 24 20:24:11 GMT 2025","584","tests","test_user","TestUser","","","test_login_with_empty_fields[email]","Cannot login with empty required fields"
"passed","Fri Jan 24 20:22:51 GMT 2025","Fri Jan 24 20:22:53 GMT 2025","1618","tests","test_user","TestUser","","","test_create_user","Can create (register) a new user"
"passed","Fri Jan 24 20:23:59 GMT 2025","Fri Jan 24 20:24:02 GMT 2025","2327","tests","test_user","TestUser","","","test_delete_another_user","Authorized user can not delete another user"
"passed","Fri Jan 24 20:23:11 GMT 2025","Fri Jan 24 20:23:12 GMT 2025","1108","tests","test_user","TestUser","","","test_create_user_with_missing_required_field[username]","Unable to create user if any of the required fields are missing"
"passed","Fri Jan 24 20:22:56 GMT 2025","Fri Jan 24 20:22:57 GMT 2025","1558","tests","test_user","TestUser","","","test_create_user_with_incorrect_email_format[test @mail.com]","Unable to create user with incorrect email format"
"passed","Fri Jan 24 20:24:09 GMT 2025","Fri Jan 24 20:24:10 GMT 2025","721","tests","test_user","TestUser","","","test_is_user_not_authed[no token]","User can not be authorized w/o sending auth cookie or token"
"passed","Fri Jan 24 20:23:33 GMT 2025","Fri Jan 24 20:23:34 GMT 2025","1244","tests","test_user","TestUser","","","test_edit_user_with_too_short_name[username]","Field values cannot be changed to value that is one symbol long"
"failed","Fri Jan 24 20:23:19 GMT 2025","Fri Jan 24 20:23:20 GMT 2025","1229","tests","test_user","TestUser","","","test_edit_just_created_user","Can edit all data of the newly created user"
"passed","Fri Jan 24 20:24:13 GMT 2025","Fri Jan 24 20:24:14 GMT 2025","583","tests","test_user","TestUser","","","test_login_with_empty_fields[all fields]","Cannot login with empty required fields"
"passed","Fri Jan 24 20:23:04 GMT 2025","Fri Jan 24 20:23:05 GMT 2025","1098","tests","test_user","TestUser","","","test_create_user_with_empty_required_field[username]","Unable to create user if any of required fields are empty"
"passed","Fri Jan 24 20:23:08 GMT 2025","Fri Jan 24 20:23:09 GMT 2025","1102","tests","test_user","TestUser","","","test_create_user_with_empty_required_field[email]","Unable to create user if any of required fields are empty"
"passed","Fri Jan 24 20:23:13 GMT 2025","Fri Jan 24 20:23:14 GMT 2025","1102","tests","test_user","TestUser","","","test_create_user_with_missing_required_field[lastName]","Unable to create user if any of the required fields are missing"
"passed","Fri Jan 24 20:23:49 GMT 2025","Fri Jan 24 20:23:50 GMT 2025","1221","tests","test_user","TestUser","","","test_get_another_user","Authorized user can not get another user info by ID except for the user name"
"passed","Fri Jan 24 20:24:06 GMT 2025","Fri Jan 24 20:24:06 GMT 2025","594","tests","test_user","TestUser","","","test_login_user","Can login with email and password"
"passed","Fri Jan 24 20:23:54 GMT 2025","Fri Jan 24 20:23:56 GMT 2025","2305","tests","test_user","TestUser","","","test_delete_user","Can delete the just created user"
"passed","Fri Jan 24 20:24:14 GMT 2025","Fri Jan 24 20:24:15 GMT 2025","1219","tests","test_user","TestUser","","","test_login_with_wrong_credentials","Cannot login with wrong email or password"
"passed","Fri Jan 24 20:23:45 GMT 2025","Fri Jan 24 20:23:46 GMT 2025","1226","tests","test_user","TestUser","","","test_get_user_as_authed","Authorized user can get his user info by ID"
"passed","Fri Jan 24 20:24:07 GMT 2025","Fri Jan 24 20:24:08 GMT 2025","737","tests","test_user","TestUser","","","test_is_user_authed","User can be authorized after login"
"passed","Fri Jan 24 20:23:28 GMT 2025","Fri Jan 24 20:23:30 GMT 2025","2329","tests","test_user","TestUser","","","test_edit_another_user","Authorized user can not edit another user"
"passed","Fri Jan 24 20:23:00 GMT 2025","Fri Jan 24 20:23:02 GMT 2025","1539","tests","test_user","TestUser","","","test_create_user_with_incorrect_email_format[@@mail.com]","Unable to create user with incorrect email format"
"passed","Fri Jan 24 20:24:03 GMT 2025","Fri Jan 24 20:24:04 GMT 2025","1228","tests","test_user","TestUser","","","test_delete_user_that_cannot_be_deleted","Unable to delete a user whose data is protected from deletion"
"passed","Fri Jan 24 20:23:03 GMT 2025","Fri Jan 24 20:23:04 GMT 2025","1099","tests","test_user","TestUser","","","test_create_user_with_too_long_name","Unable to create user with user name that is more then 250 symbols long"
"passed","Fri Jan 24 20:22:53 GMT 2025","Fri Jan 24 20:22:54 GMT 2025","1318","tests","test_user","TestUser","","","test_create_user_with_existing_email","Can not create user with already registered email"
"passed","Fri Jan 24 20:22:57 GMT 2025","Fri Jan 24 20:22:59 GMT 2025","1492","tests","test_user","TestUser","","","test_create_user_with_incorrect_email_format[test@mail.]","Unable to create user with incorrect email format"
"passed","Fri Jan 24 20:23:41 GMT 2025","Fri Jan 24 20:23:42 GMT 2025","1247","tests","test_user","TestUser","","","test_edit_user_with_too_short_name[lastName]","Field values cannot be changed to value that is one symbol long"
"passed","Fri Jan 24 20:23:12 GMT 2025","Fri Jan 24 20:23:13 GMT 2025","1504","tests","test_user","TestUser","","","test_create_user_with_missing_required_field[firstName]","Unable to create user if any of the required fields are missing"
"passed","Fri Jan 24 20:22:59 GMT 2025","Fri Jan 24 20:23:00 GMT 2025","1742","tests","test_user","TestUser","","","test_create_user_with_incorrect_email_format[test@mailcom]","Unable to create user with incorrect email format"
"passed","Fri Jan 24 20:23:16 GMT 2025","Fri Jan 24 20:23:17 GMT 2025","1492","tests","test_user","TestUser","","","test_create_user_with_missing_required_field[password]","Unable to create user if any of the required fields are missing"
"passed","Fri Jan 24 20:23:02 GMT 2025","Fri Jan 24 20:23:03 GMT 2025","1101","tests","test_user","TestUser","","","test_create_user_with_too_short_name","Unable to create user with user name that is one symbol long"
"passed","Fri Jan 24 20:23:14 GMT 2025","Fri Jan 24 20:23:16 GMT 2025","1478","tests","test_user","TestUser","","","test_create_user_with_missing_required_field[email]","Unable to create user if any of the required fields are missing"
"passed","Fri Jan 24 20:23:09 GMT 2025","Fri Jan 24 20:23:11 GMT 2025","1671","tests","test_user","TestUser","","","test_create_user_with_empty_required_field[password]","Unable to create user if any of required fields are empty"
"passed","Fri Jan 24 20:23:23 GMT 2025","Fri Jan 24 20:23:25 GMT 2025","1240","tests","test_user","TestUser","","","test_edit_user_as_not_authed","Unauthorized user can not edit a user info by ID"
"passed","Fri Jan 24 20:24:12 GMT 2025","Fri Jan 24 20:24:13 GMT 2025","583","tests","test_user","TestUser","","","test_login_with_empty_fields[password]","Cannot login with empty required fields"
"passed","Fri Jan 24 20:23:07 GMT 2025","Fri Jan 24 20:23:08 GMT 2025","1101","tests","test_user","TestUser","","","test_create_user_with_empty_required_field[lastName]","Unable to create user if any of required fields are empty"
"passed","Fri Jan 24 20:23:05 GMT 2025","Fri Jan 24 20:23:07 GMT 2025","1478","tests","test_user","TestUser","","","test_create_user_with_empty_required_field[firstName]","Unable to create user if any of required fields are empty"
