"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Fri Jan 24 20:34:06 GMT 2025","Fri Jan 24 20:34:07 GMT 2025","1130","tests","test_user","TestUser","","","test_create_user_with_missing_required_field[email]","Unable to create user if any of the required fields are missing"
"passed","Fri Jan 24 20:34:07 GMT 2025","Fri Jan 24 20:34:08 GMT 2025","1144","tests","test_user","TestUser","","","test_create_user_with_missing_required_field[password]","Unable to create user if any of the required fields are missing"
"passed","Fri Jan 24 20:34:41 GMT 2025","Fri Jan 24 20:34:43 GMT 2025","2168","tests","test_user","TestUser","","","test_delete_user","Can delete the just created user"
"passed","Fri Jan 24 20:34:01 GMT 2025","Fri Jan 24 20:34:02 GMT 2025","894","tests","test_user","TestUser","","","test_create_user_with_empty_required_field[email]","Unable to create user if any of required fields are empty"
"passed","Fri Jan 24 20:33:58 GMT 2025","Fri Jan 24 20:33:59 GMT 2025","1012","tests","test_user","TestUser","","","test_create_user_with_empty_required_field[username]","Unable to create user if any of required fields are empty"
"passed","Fri Jan 24 20:34:57 GMT 2025","Fri Jan 24 20:34:58 GMT 2025","785","tests","test_user","TestUser","","","test_login_with_wrong_credentials","Cannot login with wrong email or password"
"passed","Fri Jan 24 20:34:37 GMT 2025","Fri Jan 24 20:34:38 GMT 2025","1058","tests","test_user","TestUser","","","test_get_another_user","Authorized user can not get another user info by ID except for the user name"
"passed","Fri Jan 24 20:34:56 GMT 2025","Fri Jan 24 20:34:56 GMT 2025","372","tests","test_user","TestUser","","","test_login_with_empty_fields[all fields]","Cannot login with empty required fields"
"passed","Fri Jan 24 20:33:55 GMT 2025","Fri Jan 24 20:33:56 GMT 2025","1231","tests","test_user","TestUser","","","test_create_user_with_incorrect_email_format[@@mail.com]","Unable to create user with incorrect email format"
"passed","Fri Jan 24 20:34:23 GMT 2025","Fri Jan 24 20:34:24 GMT 2025","1054","tests","test_user","TestUser","","","test_edit_user_with_too_short_name[username]","Field values cannot be changed to value that is one symbol long"
"passed","Fri Jan 24 20:33:53 GMT 2025","Fri Jan 24 20:33:54 GMT 2025","897","tests","test_user","TestUser","","","test_create_user_with_incorrect_email_format[test@mail.]","Unable to create user with incorrect email format"
"passed","Fri Jan 24 20:34:00 GMT 2025","Fri Jan 24 20:34:01 GMT 2025","1137","tests","test_user","TestUser","","","test_create_user_with_empty_required_field[lastName]","Unable to create user if any of required fields are empty"
